"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-ER-002101","Adult-Use Entity Registration - License","Agri-Med Park Place LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000549","Marihuana Retailer - License","Pinnacle Emporium","421 South Main ST, Camden MI 49232","12/23/2023","Active",,"Public Documents Available",
"AU-R-000558","Marihuana Retailer - License","AIM HIGH MEDS","880 EAST CHICAGO ST, COLDWATER MI 49036","02/07/2024","Active",,,
"AU-R-000540","Marihuana Retailer - License","THE FIRE STATION WELLNESS CENTER","9148 N Dort HWY, Mt. Morris MI 48458","10/08/2022","License Void",,,
"AU-ER-002202","Adult-Use Entity Registration - License","Michigan Pipe Dreams, LLC",,"10/08/2023","Active - Main Prequalified",,,
"AU-ER-002170","Adult-Use Entity Registration - License","SYY Investments, LLC",,"10/08/2023","Active - Main Prequalified",,,
"AU-ER-002099","Adult-Use Entity Registration - License","HQ Ventures LLC",,"10/08/2023","Active - Main Prequalified",,,
"AU-ER-002166","Adult-Use Entity Registration - License","SB CAPITAL PARTNERS LLC",,"10/08/2023","Active - Main Prequalified",,,
"AU-R-000546","Marihuana Retailer - License","The Twisted Sista, LLC","403 S Main ST, Crystal MI 48818","10/07/2023","Active",,"Public Documents Available",
"AU-G-C-000593","Class C Marihuana Grower - License","Uplyfted","21445 Hoover RD Suite 200, Warren MI 48089","10/07/2023","Active",,,
"AU-G-C-000592","Class C Marihuana Grower - License","Uplyfted","21445 Hoover RD Suite 200, Warren MI 48089","10/07/2023","Active",,,
"AU-G-C-000591","Class C Marihuana Grower - License","Uplyfted","21445 Hoover RD Suite 200, Warren MI 48089","10/07/2023","Active",,,
"AU-TME-000109","Temporary Marihuana Event - License","Cannajam Fest","2 E Cross ST, Ypsilanti MI 48198","10/10/2021","Closed","Cannajam Fest | Address: 2 E Cross St. Ypsilanti MI. 48198 | Event Date: 10/08/2021-10/10/2021 - 10:00AM-10:00PM",,
"AU-MEO-000135","Marihuana Event Organizer - License","The HiSpot Inc","29180 Leemoor DR, Southfield MI 48076","10/07/2023","Active",,,
"AU-ER-002208","Adult-Use Entity Registration - License","JGM Harvest LLC",,"10/05/2023","Active - Main Prequalified",,,
"AU-SP-000222","Sole Proprietor Registration - License","Daniel Goeddeke",,"10/06/2023","Active - Main Prequalified",,,
"AU-G-C-000610","Class C Marihuana Grower - License","Franklin Fields","3535 Capital City BLVD, Lansing MI 48906","11/30/2023","Active",,,
"AU-ER-002149","Adult-Use Entity Registration - License","New Generation Meds, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001845","Adult-Use Entity Registration - License","GP Holdings, LLC",,"10/05/2023","Active - Main Prequalified",,,
"AU-R-000553","Marihuana Retailer - License","Higher Love","46479 US 41 HWY, Houghton MI 49931","02/01/2024","Active",,,
"AU-G-C-000587","Class C Marihuana Grower - License","Michigan Aspire II, LLC","21535 Hoover RD, Warren MI 48089","10/05/2023","Active",,,
"AU-G-C-000588","Class C Marihuana Grower - License","Michigan Aspire II, LLC","21535 Hoover RD, Warren MI 48089","10/05/2023","Active",,,
"AU-ER-002150","Adult-Use Entity Registration - License","New Standard Holdings LLC",,"10/04/2023","Active - Main Prequalified",,,
"AU-ER-002246","Adult-Use Entity Registration - License","Besa LLC",,"10/04/2023","Active - Main Prequalified",,,
"AU-G-C-000574","Class C Marihuana Grower - License","Ka Ulu Ana, LLC","244 S. Court ST, Lapeer MI 48446","10/04/2023","Active",,,
"AU-R-000547","Marihuana Retailer - License","Premier Saginaw III","910 E.GENESEE AVE, SAGINAW MI 48607","07/29/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-G-C-000573","Class C Marihuana Grower - License","Ka Ulu Ana, LLC","244 S. Court ST, Lapeer MI 48446","10/04/2023","Active",,,
"AU-ER-002155","Adult-Use Entity Registration - License","That's Nice Dan LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002074","Adult-Use Entity Registration - License","Atwater Management, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000555","Class C Marihuana Grower - License","ProCanna Industries, LLC","1938 Sanford ST, Muskegon MI 49441","09/30/2023","Active",,,
"AU-G-C-000556","Class C Marihuana Grower - License","ProCanna Industries, LLC","1938 Sanford ST, Muskegon MI 49441","09/30/2023","Active",,,
"AU-ER-001829","Adult-Use Entity Registration - License","Shiv Leela, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001554","Adult-Use Entity Registration - License","NTH Farms, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002214","Adult-Use Entity Registration - License","Three Theory Cannabis, LLC",,"09/30/2023","Active - Main Prequalified",,,
"AU-P-000210","Marihuana Processor - License","Evo Pharms, LLC","24247 Gibson DR, Warren MI 48089","09/30/2023","Active",,"Public Documents Available",
"AU-R-000557","Marihuana Retailer - License","Nirvana Center","710 E Chicago ST, Coldwater MI 49036","03/12/2024","Active","Home Delivery - Approved",,
"AU-ER-002187","Adult-Use Entity Registration - License","MDAJ HOLDINGS, LLC",,"09/29/2023","Active - Main Prequalified",,,
"AU-ER-002068","Adult-Use Entity Registration - License","Michigan Provisioning Center, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-SC-000119","Marihuana Safety Compliance Facility - License","ABKO Labs, LLC","25900 Dequindre RD Suite A, Warren MI 48091","09/29/2023","Active",,,
"AU-R-000524","Marihuana Retailer - License","Puff","11397 W Jefferson AVE, River Rouge MI 48218","09/29/2023","Active",,,
"AU-ER-002247","Adult-Use Entity Registration - License","HBS Ventures LLC",,"09/29/2023","Active - Main Prequalified",,,
"AU-G-C-000589","Class C Marihuana Grower - License","Healing Organic Garden, LLC","6683 Cannon Center DR, Rockford MI 49341","09/29/2023","Active",,,
"AU-ER-002234","Adult-Use Entity Registration - License","ORSC Enterprises, LLC",,"09/29/2023","Active - Main Prequalified",,,
"AU-ER-002235","Adult-Use Entity Registration - License","ARSC Enterprises, LLC",,"09/29/2023","Active - Main Prequalified",,,
"AU-SC-000121","Marihuana Safety Compliance Facility - License","Puer Labs","24545 Forterra DR, Warren MI 48089","09/29/2023","Active",,,
"AU-G-B-000162","Class B Marihuana Grower - License","3 Uncles LLC","228 W Superior ST, Muir MI 48860","09/29/2023","Active",,,
"AU-ER-002203","Adult-Use Entity Registration - License","Yellow Tail Ventures Inc.",,"09/29/2023","Active - Main Prequalified",,,
"AU-ER-002175","Adult-Use Entity Registration - License","The Green Door Burr Oak, Inc.",,"09/28/2023","Active - Main Prequalified",,,
"AU-P-000216","Marihuana Processor - License","Treetown Cannabis","4990 Page AVE, Michigan Center MI 49254","01/07/2024","Active",,,
"AU-G-C-000570","Class C Marihuana Grower - License","City Farm Warren, LLC","14401 Frazho RD, Warren MI 48089","09/27/2023","Active",,,
"AU-G-C-000571","Class C Marihuana Grower - License","City Farm Warren, LLC","14401 Frazho RD, Warren MI 48089","09/27/2023","Active",,,
"AU-P-000212","Marihuana Processor - License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/18/2023","Active",,,
"AU-P-000203","Marihuana Processor - License","GreenCo Ventures, LLC","4770 E Maple Grove RD, Hastings MI 49058","08/04/2023","Active",,,
"AU-ER-002183","Adult-Use Entity Registration - License","DDR Group, LLC",,"09/24/2023","Active - Main Prequalified",,,
"AU-ER-002184","Adult-Use Entity Registration - License","DDR Group Investments, LLC",,"09/23/2023","Active - Main Prequalified",,,
"AU-G-C-000567","Class C Marihuana Grower - License","Objectiv Growth Michigan LLC","775 E Washington AVE, Jackson MI 49203","09/23/2023","Active",,,
"AU-ER-001589","Adult-Use Entity Registration - License","Green Mound, Inc.",,"09/23/2023","Active - Main Prequalified",,,
"AU-G-C-000575","Class C Marihuana Grower - License","Localgrove","41160 Executive DR, Harrison Township MI 48045","06/18/2023","Active",,,
"AU-G-B-000168","Class B Marihuana Grower - License","Green Mitten Harvest LLC","9384 N Saginaw RD, Mt. Morris MI 48458","09/23/2022","License Void",,,
"AU-ER-002048","Adult-Use Entity Registration - License","Tropical Forest, Inc",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-000973","Adult-Use Entity Registration - License","Greenest Valley LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001989","Adult-Use Entity Registration - License","Cafe Amsterdam, LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002201","Adult-Use Entity Registration - License","Green Genie 3, Inc.",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002197","Adult-Use Entity Registration - License","600 Riggs OpCo LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000543","Marihuana Retailer - License","Lume Cannabis Co.","5666 W. US-2, Manistique MI 49854","02/24/2024","Active","Home Delivery - Approved",,
"AU-ER-002200","Adult-Use Entity Registration - License","Green Genie, Inc.",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001887","Adult-Use Entity Registration - License","Blackbox Systems and Technologies LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001900","Adult-Use Entity Registration - License","G420 Enterprises 2021A LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002182","Adult-Use Entity Registration - License","TMSA Investments, LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001566","Adult-Use Entity Registration - License","Harvest Moon Ventures LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002121","Adult-Use Entity Registration - License","I and I Management LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002109","Adult-Use Entity Registration - License","Canna World LLC.",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002206","Adult-Use Entity Registration - License","Bio Bloom Health Wellness, LLC",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-001997","Adult-Use Entity Registration - License","Centermark Inc.",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-002185","Adult-Use Entity Registration - License","Green-Go Distributors, LLC",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-002190","Adult-Use Entity Registration - License","Burns One LLC",,"09/21/2023","Active - Main Prequalified",,,
"AU-R-000531","Marihuana Retailer - License","Bloom City Club","2773 South Centerville RD, Sturgis MI 49091","12/17/2023","Active","Home Delivery - Approved",,
"AU-G-C-000572","Class C Marihuana Grower - License","Classic Roots Farm","206 West Park DR, Kalkaska MI 49646","07/21/2023","Active",,,
"AU-ER-002164","Adult-Use Entity Registration - License","Golden Rockies Inc.",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-001990","Adult-Use Entity Registration - License","Green Michigan USA LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001865","Adult-Use Entity Registration - License","WCR Development, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000537","Marihuana Retailer - License","Lume Cannabis Co.","E7981 M-28, Christmas MI 49862","02/24/2023","License Void",,,
"AU-ER-002174","Adult-Use Entity Registration - License","VanAm Solutions LLC",,"09/20/2023","Active - Main Prequalified",,,
"AU-ER-002095","Adult-Use Entity Registration - License","LYNNZ Capital, LLC",,"09/20/2023","Active - Main Prequalified",,,
"AU-G-C-000583","Class C Marihuana Grower - License","Golden Harvests, LLC","333 Morton ST, Bay City MI 48706","08/10/2023","Active",,,
"AU-R-000538","Marihuana Retailer - License","PUFF","2 Ajax DR, Madison Heights MI 48071","09/20/2023","Active","Home Delivery - Approved",,
"AU-R-000550","Marihuana Retailer - License","Planted Provisioning","9545 Main ST, Whitmore Lake MI 48189","09/20/2023","Active","Home Delivery - Approved",,
"AU-G-C-000552","Class C Marihuana Grower - License","Creekside Farms LLC","575 Hammontree DR, Morenci MI 49256","09/20/2023","Active",,,
"AU-ER-002131","Adult-Use Entity Registration - License","R&R 1, LLC",,"09/17/2023","Active - Main Prequalified",,,
"AU-G-C-000551","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,"Public Documents Available",
"AU-G-C-000580","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,,
"AU-G-C-000579","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,,
"AU-G-C-000578","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,,
"AU-ER-001440","Adult-Use Entity Registration - License","Whed Cultivation, LLC",,"09/17/2023","Active - Main Prequalified",,,
"AU-ER-001822","Adult-Use Entity Registration - License","Emanon Holdings, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001899","Adult-Use Entity Registration - License","ORP, LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-002191","Adult-Use Entity Registration - License","Kassab Investments LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002177","Adult-Use Entity Registration - License","SMFC Enterprises, LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-002207","Adult-Use Entity Registration - License","DJSP Realty, LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-002161","Adult-Use Entity Registration - License","BPMD Realty, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002118","Adult-Use Entity Registration - License","UrbanGro LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-R-000544","Marihuana Retailer - License","Rair","2264 West Main ST, Lowell MI 49331","03/11/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-ER-002069","Adult-Use Entity Registration - License","Skye Farms, LLC",,"02/13/2024","Active - Main Prequalified",,,
"AU-ER-001889","Adult-Use Entity Registration - License","Keen Innovations Group, Inc.",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-001721","Adult-Use Entity Registration - License","Piffington Farms, LLC",,"09/15/2023","Active - Main Prequalified",,,
"AU-G-B-000164","Class B Marihuana Grower - License","Mira Company, LLC","5230 Spens RD, Rogers City MI 49779","09/15/2023","Active",,,
"AU-ER-002162","Adult-Use Entity Registration - License","Green Giraffe Group, LLC",,"09/15/2023","Active - Main Prequalified",,,
"AU-ER-002128","Adult-Use Entity Registration - License","Green Stones, Inc.",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002108","Adult-Use Entity Registration - License","Grow Logic, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000542","Marihuana Retailer - License","Puff Utica","44825 Van Dyke AVE, Utica MI 48317","09/14/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-ER-002078","Adult-Use Entity Registration - License","TLG 21, Inc",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002036","Adult-Use Entity Registration - License","PDS Ventures, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002114","Adult-Use Entity Registration - License","Efflorescence, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001114","Adult-Use Entity Registration - License","Touche Investments llc",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001715","Adult-Use Entity Registration - License","Venus Operations LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001512","Adult-Use Entity Registration - License","Optimal Group, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002129","Adult-Use Entity Registration - License","J THIRTY3 LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001374","Adult-Use Entity Registration - License","Tigris River, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002127","Adult-Use Entity Registration - License","Scientific Method Holdings, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002126","Adult-Use Entity Registration - License","Scientific Method Technology, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001916","Adult-Use Entity Registration - License","Viridian Labs, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001072","Adult-Use Entity Registration - License","Islandview Investment Group Inc.",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001043","Adult-Use Entity Registration - License","HIGH SKOR CANNABIS LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001956","Adult-Use Entity Registration - License","PIRELLI INVESTMENTS, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001897","Adult-Use Entity Registration - License","Emerald Mountain Labs, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000522","Marihuana Retailer - License","77 North Inc.","4404 N. M-77 HWY, Germfask MI 49836","02/18/2024","Active",,,
