"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000489","Provisioning Center - License","Bloom City Club","1193 E Michigan Ave, Battle Creek MI 49014","08/07/2021","Closed","Approved",,
"PR-000155","Processor - License","Lume Cannabis Co.","9741 South Industrial Park DR, Evart MI 49631","03/21/2024","Active",,,
"GR-A-000129","Class A Grower – License","Canna Broz","15403 Sharon RD Unit A, Chesaning MI 48616","08/06/2021","Closed",,,
"GR-A-000091","Class A Grower – License","Riverside Grow, LLC","4770 N Old 27, Frederic MI 49733","08/06/2021","Closed",,,
"GR-C-000555","Class C Grower – License","AHKI Canna","822 Schuster AVE Suite A, Kalamazoo MI 49001","08/05/2023","Active",,,
"PR-000022","Processor - License","Country Boy Farms, LLC","1117 N Main ST, Chesaning MI 48616","07/22/2023","Active",,"Public Documents Available",
"PR-000022","Processor - License","Country Boy Farms, LLC","1117 N Main ST, Chesaning MI 48616","07/22/2023","Active",,"Public Documents Available",
"GR-C-000547","Class C Grower – License","Green Standard Cultivation, LLC","55880 72nd AVE, Lawrence MI 49064","07/24/2021","Closed",,,
"PC-000465","Provisioning Center - License","First Class Cannabis Co.","2515 N Grand River AVE, Lansing MI 48906","08/03/2023","Active",,,
"PR-000153","Processor - License","Larren Investments, LLC","1356 Imlay City RD, Lapeer MI 48446","08/09/2021","Closed",,,
"ERG-002372","Entity Prequalification","Operation Grow, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000500","Class C Grower – License","One Garden","23775 Hoover RD, Warren MI 48089","12/19/2023","Active",,,
"GR-C-000156","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000155","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000154","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000153","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-A-000111","Class A Grower – License","Munchy Farms LLC","4550 Wayne RD, Springfield MI 49037","07/30/2022","Closed",,"Public Documents Available",
"GR-C-000501","Class C Grower – License","One Garden","23775 Hoover RD, Warren MI 48089","12/19/2023","Active",,,
"GR-C-000499","Class C Grower – License","One Garden","23775 Hoover RD, Warren MI 48089","12/19/2023","Active",,,
"PC-000485","Provisioning Center - License","Dunegrass Co.","28 Arthur ST, Manistee MI 49660","07/23/2022","Closed",,,
"GR-C-000541","Class C Grower – License","Root Weaver, LLC","3129 E. Laketon AVE, Muskegon MI 49442","07/30/2023","Active",,"Public Documents Available",
"PC-000492","Provisioning Center - License","Exclusive Kalamazoo","937 Foster AVE, Kalamazoo MI 49048","07/30/2023","Active","Approved","Public Documents Available",
"GR-C-000152","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000151","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000150","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"ERG-002529","Entity Prequalification","Hemlock Ventures, LLC",,"01/17/2024","Active - Main Applicant",,,
"ERG-002528","Entity Prequalification","Zen Republic, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002360","Entity Prequalification","H & G Ventures LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002567","Entity Prequalification","SSQ Industries LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002563","Entity Prequalification","Proper Mound LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002358","Entity Prequalification","RR Process, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000525","Class C Grower – License","Fluresh LLC","1213 Phillips SW AVE, Grand Rapids MI 49507","07/16/2023","Active",,,
"GR-C-000505","Class C Grower – License","Symponia Farms Inc.","1140 Harmonia RD, Battle Creek MI 49037","07/29/2022","Closed",,,
"ERG-002365","Entity Prequalification","CCG Holdings Group LLC",,"12/05/2023","Active - Main Applicant",,,
"ERG-002417","Entity Prequalification","H & R Ventures LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002440","Entity Prequalification","MJK Pharms, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-002329","Entity Prequalification","Epic Gardens, LLC",,"12/31/2099","Active - Main Applicant",,,
"ST-000055","Secure Transporter - License","VetForce, Inc.","1601 College Ave SE, Grand Rapids MI 49507","07/28/2022","Closed",,"Public Documents Available",
"PC-000493","Provisioning Center - License","Morenci Brothers Holding Group LLC","356 Munson AVE, Traverse City MI 49686","09/09/2021","Closed",,,
"PR-000004","Processor - License","Classic Roots Farm","206 West Park DR, Kalkaska MI 49646","11/18/2022","Closed",,,
"ERG-002476","Entity Prequalification","Grasshopper Farms LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000408","Provisioning Center - License","Shango Bay City","3976 Wilder RD, Bay City MI 48708","12/10/2021","Closed","Approved",,
"GR-C-000449","Class C Grower – License","American Fiber Company Michigan","37555 Peters DR, Paw Paw MI 49079","10/24/2021","Closed",,,
"ST-000044","Secure Transporter - License","Emerald Secure Transportation LLC","2827 South Cedar ST, Lansing MI 48910","07/23/2023","Active",,,
"PC-000428","Provisioning Center - License","3Fifteen","3423 NE Plainfield AVE, Grand Rapids MI 49525","08/09/2022","Closed","Approved","Public Documents Available",
"GR-C-000507","Class C Grower – License","Dragonfly Vega","26980 County Road 215, Arlington MI 49013","04/25/2023","Active",,,
"GR-C-000506","Class C Grower – License","Dragonfly Vega","26980 County Road 215, Arlington MI 49013","04/25/2023","Active",,,
"PR-000056","Processor - License","CHM1 Inc.","42219 Irwin DR, Harrison Township MI 48045","07/22/2023","Closed",,"Public Documents Available",
"PC-000458","Provisioning Center - License","Olswell - Traverse City","728 E. Front ST, Traverse City MI 49686","07/21/2023","Active","Approved","Public Documents Available",
"ERG-002434","Entity Prequalification","Tamtamali, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002530","Entity Prequalification","HH Marshall, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002510","Entity Prequalification","WCMI Holding Co. LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000356","Class C Grower – License","Frosted Farms","163 North Webster ST, White Cloud MI 49349","07/15/2023","Active",,,
"PC-000490","Provisioning Center - License","Pinnacle Emporium","100 South Steer ST, Addison MI 49220","12/09/2023","Active","Approved","Public Documents Available",
"PC-000491","Provisioning Center - License","King of Budz Provisioning","10457 Gratiot AVE, Detroit MI 48213","07/10/2023","Closed","Approved","Public Documents Available",
"GR-A-000122","Class A Grower – License","DankJewel","835 Rice ST, Leslie MI 49251","07/14/2021","Closed",,,
"PC-000336","Provisioning Center - License","KAHN Cannabis Co.","1680 Clay ST Suite 300, Detroit MI 48211","07/14/2021","Closed","Approved","Public Documents Available",
"GR-C-000539","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"GR-C-000538","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"GR-C-000536","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"GR-C-000534","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"PR-000126","Processor - License","Harbor Farmz","2839 Full Circle DR, Kalamazoo MI 49001","07/13/2022","Closed",,"Public Documents Available",
"GR-C-000467","Class C Grower – License","Harbor Farmz","2839 Full Circle DR, Kalamazoo MI 49001","07/13/2022","Closed",,,
"ERG-002506","Entity Prequalification","1864 US-23, LLC",,"12/31/2099","Active - Main Applicant",,,
"PR-000148","Processor - License","Trucenta, LLC","23506 John R RD, Hazel Park MI 48030","08/16/2023","Active",,"Public Documents Available",
"PC-000439","Provisioning Center - License","Rize","1580 N. Stephenson AVE, Iron Mountain MI 49801","07/10/2023","Active",,,
"PC-000440","Provisioning Center - License","Bazonzoes","2101 W Willow ST, Lansing MI 48917","07/10/2023","Active",,,
"PC-000425","Provisioning Center - License","Jars Cannabis","901 W Main ST, Owosso MI 48867","04/21/2022","Closed","Approved","Public Documents Available",
"GR-C-000535","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"PR-000145","Processor - License","Primitiv","1230 Mason CT, Webberville MI 48892","05/13/2023","Active",,"Public Documents Available",
"GR-C-000533","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"GR-C-000537","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"ERG-002369","Entity Prequalification","Galenas Michigan, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000513","Class C Grower – License","Michigan Investments 10, Inc.","4190 Sieting DR, Luzerne MI 48636","07/09/2021","Closed",,,
"SC-000019","Safety Compliance - License","North Coast Testing Laboratories of Michigan, LLC","1725 W. Beecher RD, Adrian MI 49221","07/08/2023","Active",,,
"ERG-002387","Entity Prequalification","WPL Industries, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002534","Entity Prequalification","Green Mitten Harvest LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000487","Provisioning Center - License","Pleasantrees Cannabis Company","1950 Merritt RD, East Lansing MI 48823","09/25/2023","Active","Approved",,
"PR-000120","Processor - License","Evo Pharms","24247 Gibson DR, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"ERG-002585","Entity Prequalification","Higher Love Corporation",,"12/31/2099","Active - Main Applicant",,,
"ST-000054","Secure Transporter - License","Aegis","947 E Huron AVE, Vassar MI 48768","07/03/2021","Closed",,,
"PC-000432","Provisioning Center - License","Jars Cannabis 1","7045 S Cedar ST, Lansing MI 48911","07/01/2023","Active","Approved","Public Documents Available",
"PC-000474","Provisioning Center - License","Premiere Provisions","710 Perry AVE Unit T, Big Rapids MI 49307","06/30/2023","Active",,"Public Documents Available",
"ERG-002389","Entity Prequalification","MD Processing, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002347","Entity Prequalification","VetForce, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000531","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2023","Active",,,
"GR-C-000530","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2023","Active",,,
"GR-C-000527","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2023","Active",,,
"GR-C-000428","Class C Grower – License","High Mountain, LLC","6824 Sheridan RD, Vassar MI 48768","06/29/2023","Active",,,
"GR-C-000520","Class C Grower – License","Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703","06/29/2022","Active - Late Renewal",,"Public Documents Available",
"GR-C-000521","Class C Grower – License","Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703","06/29/2022","Active - Late Renewal",,"Public Documents Available",
"GR-C-000519","Class C Grower – License","Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703","06/29/2022","Active - Late Renewal",,"Public Documents Available",
"GR-C-000514","Class C Grower – License","Hello Farms Licensing MI, LLC","580 Shenfield RD, Au Gres Township MI 48703","06/29/2022","Active - Late Renewal",,"Public Documents Available",
"PC-000475","Provisioning Center - License","Houghton Lake Provisioning Center","1952 W. Houghton Lake DR Suite A, Prudenville MI 48651","06/24/2022","Closed",,,
"ST-000052","Secure Transporter - License","AFA Secured Transporter LLC","810 Filley Street Suite A, Lansing MI 48906","06/28/2023","Active",,"Public Documents Available",
"GR-C-000529","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2023","Active",,,
"GR-C-000528","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2023","Active",,,
"GR-C-000522","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2023","Active",,,
"PC-000444","Provisioning Center - License","Redbud Roots Lab VIII, Inc.","1817 Commerce ST, Muskegon MI 49441","06/25/2022","Closed","Approved",,
"ERG-002410","Entity Prequalification","SI Holdings MI, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000255","Class C Grower – License","Great Lakes Agro LLC","2836 S Huron RD, Kawkawlin MI 48631","03/04/2023","Active - Late Renewal",,"Public Documents Available",
"GR-B-000015","Class B Grower – License","Forest Brothers","23300 Amber AVE, Warren MI 48089","06/23/2023","Active",,,
"ERG-002114","Entity Prequalification","Helios Security, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000149","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000148","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000147","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000146","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000145","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"ERG-002411","Entity Prequalification","Green Buddha III, LLC",,"11/23/2023","Active - Main Applicant",,,
"PC-000422","Provisioning Center - License","House of Dank TC","514 Munson AVE, Traverse City MI 49686","06/19/2023","Active","Approved",,
"GR-C-000144","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000142","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000143","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"ERG-002331","Entity Prequalification","Securecann Inc",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000446","Class C Grower – License","OakPharma, LLC","1750 E South ST, Owosso MI 48867","06/19/2022","Closed",,,
